Date,Unnamed: 0,Unnamed: 0.1,percent,label_index
2017년02월23일(목),17880.0,17880.0,88.96307692307693,-0.23076923076923078
2017년02월24일(금),17868.5,17868.5,82.35,-0.6
2017년02월27일(월),17856.5,17856.5,75.90357142857144,-0.35714285714285715
2017년02월28일(화),17845.0,17845.0,79.14111111111112,-0.4444444444444444
2017년03월01일(수),17839.0,17839.0,73.72666666666667,0.0
2017년03월02일(목),17833.5,17833.5,71.58,-0.25
2017년03월03일(금),17823.5,17823.5,86.39333333333333,-0.6666666666666666
2017년03월06일(월),17811.5,17811.5,83.98,-0.08333333333333333
2017년03월07일(화),17799.5,17799.5,82.90833333333333,-0.4166666666666667
2017년03월08일(수),17788.0,17788.0,82.55727272727273,-0.2727272727272727
2017년03월09일(목),17775.5,17775.5,84.32214285714285,-0.5
2017년03월10일(금),17763.0,17763.0,81.10818181818182,-0.36363636363636365
2017년03월13일(월),17752.5,17752.5,75.625,0.0
2017년03월14일(화),17740.5,17740.5,69.21357142857143,-0.07142857142857142
2017년03월15일(수),17727.0,17727.0,77.48538461538462,-0.38461538461538464
2017년03월16일(목),17714.0,17714.0,74.39846153846155,-0.23076923076923078
2017년03월17일(금),17702.0,17702.0,71.89090909090909,0.0
2017년03월20일(월),17692.0,17692.0,80.14888888888889,-0.2222222222222222
2017년03월21일(화),17682.0,17682.0,76.39818181818181,-0.18181818181818182
2017년03월22일(수),17670.0,17670.0,82.8546153846154,-0.38461538461538464
2017년03월23일(목),17657.5,17657.5,80.32833333333333,-0.4166666666666667
2017년03월24일(금),17644.5,17644.5,78.10785714285714,-0.35714285714285715
2017년03월27일(월),17630.5,17630.5,86.27785714285714,-0.5
2017년03월28일(화),17617.0,17617.0,78.1723076923077,-0.46153846153846156
2017년03월29일(수),17605.0,17605.0,79.88,-0.18181818181818182
2017년03월30일(목),17592.5,17592.5,84.60285714285715,-0.42857142857142855
2017년03월31일(금),17578.5,17578.5,77.00071428571428,-0.21428571428571427
2017년04월03일(월),17564.0,17564.0,75.78533333333333,-0.3333333333333333
2017년04월04일(화),17549.5,17549.5,85.41357142857143,-0.35714285714285715
2017년04월05일(수),17536.5,17536.5,85.09166666666667,-0.16666666666666666
2017년04월06일(목),17525.0,17525.0,79.91272727272727,-0.6363636363636364
2017년04월07일(금),17513.0,17513.0,81.50461538461538,-0.3076923076923077
2017년04월10일(월),17501.5,17501.5,84.627,-0.7
2017년04월11일(화),17488.0,17488.0,83.19764705882352,-0.6470588235294118
2017년04월12일(수),17474.0,17474.0,87.20545454545454,-0.6363636363636364
2017년04월13일(목),17462.5,17462.5,81.47416666666668,-0.4166666666666667
2017년04월14일(금),17450.5,17450.5,84.43416666666667,-0.75
2017년04월17일(월),17439.0,17439.0,78.76727272727273,-0.2727272727272727
2017년04월18일(화),17428.5,17428.5,83.514,-0.1
2017년04월19일(수),17417.5,17417.5,90.16833333333334,-0.5833333333333334
2017년04월20일(목),17406.0,17406.0,84.67272727272727,-0.5454545454545454
2017년04월21일(금),17394.5,17394.5,76.52499999999999,-0.08333333333333333
2017년04월24일(월),17383.0,17383.0,76.96454545454546,0.09090909090909091
2017년04월25일(화),17373.0,17373.0,73.91222222222223,0.3333333333333333
2017년04월26일(수),17361.5,17361.5,76.62214285714286,0.21428571428571427
2017년04월27일(목),17349.0,17349.0,76.97545454545455,-0.36363636363636365
2017년04월28일(금),17337.0,17337.0,82.39769230769231,-0.3076923076923077
2017년05월01일(월),17328.5,17328.5,92.19749999999999,-0.5
2017년05월02일(화),17320.0,17320.0,69.28307692307692,-0.15384615384615385
2017년05월03일(수),17311.0,17311.0,84.086,0.4
2017년05월04일(목),17302.5,17302.5,69.47916666666667,-0.08333333333333333
2017년05월05일(금),17293.0,17293.0,87.82428571428571,-0.14285714285714285
2017년05월08일(월),17284.5,17284.5,81.499,-0.1
2017년05월09일(화),17277.0,17277.0,82.88,-0.4
2017년05월10일(수),17267.0,17267.0,77.33066666666667,-0.06666666666666667
2017년05월11일(목),17254.0,17254.0,79.07272727272728,-0.09090909090909091
2017년05월12일(금),17242.0,17242.0,78.71846153846154,-0.3076923076923077
2017년05월15일(월),17228.5,17228.5,73.80357142857143,0.0
2017년05월16일(화),17214.5,17214.5,81.22428571428573,-0.14285714285714285
2017년05월17일(수),17202.5,17202.5,83.16499999999999,-0.5
2017년05월18일(목),17190.0,17190.0,83.738,-0.4
2017년05월19일(금),17176.5,17176.5,83.11666666666666,-0.16666666666666666
2017년05월22일(월),17163.5,17163.5,71.93928571428572,0.21428571428571427
2017년05월23일(화),17151.0,17151.0,74.67636363636365,0.0
2017년05월24일(수),17140.5,17140.5,80.34700000000001,0.0
2017년05월25일(목),17129.0,17129.0,79.8746153846154,0.23076923076923078
2017년05월26일(금),17115.5,17115.5,72.33,0.0
2017년05월29일(월),17102.0,17102.0,83.20923076923077,-0.23076923076923078
2017년05월30일(화),17089.5,17089.5,76.61416666666666,-0.3333333333333333
2017년05월31일(수),17077.0,17077.0,78.06923076923077,0.0
2017년06월01일(목),17064.5,17064.5,83.57916666666667,-0.08333333333333333
2017년06월02일(금),17052.0,17052.0,75.05461538461539,0.0
2017년06월05일(월),17038.5,17038.5,83.60571428571428,-0.6428571428571429
2017년06월06일(화),17029.5,17029.5,96.09,-1.0
2017년06월07일(수),17020.5,17020.5,77.34142857142857,-0.42857142857142855
2017년06월08일(목),17006.5,17006.5,80.85071428571429,-0.2857142857142857
2017년06월09일(금),16993.5,16993.5,72.13333333333334,0.16666666666666666
2017년06월12일(월),16981.5,16981.5,77.0225,-0.4166666666666667
2017년06월13일(화),16968.5,16968.5,81.26428571428572,-0.14285714285714285
2017년06월14일(수),16956.5,16956.5,83.135,-0.5
