,Hotel_Name,room,clean,staff,service,design,location,breakfast
1556,Hotel Square,0,0,0,0,0,4,0
1557,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,12,0,0,0,0,0,0
1558,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,0,0,12,0,0,0,0
1559,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,0,0,0,1,0,0,0
1560,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,0,0,0,0,0,14,0
1561,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,0,0,0,0,0,0,7
1562,Hotel The Peninsula Paris,17,0,0,0,0,0,0
1563,Hotel The Peninsula Paris,0,0,15,0,0,0,0
1564,Hotel The Peninsula Paris,0,0,0,17,0,0,0
1565,Hotel The Peninsula Paris,0,0,0,0,2,0,0
1566,Hotel The Peninsula Paris,0,0,0,0,0,8,0
1567,Hotel The Peninsula Paris,0,0,0,0,0,0,5
1568,Hotel Tour d Auvergne Opera,8,0,0,0,0,0,0
1569,Hotel Tour d Auvergne Opera,0,0,9,0,0,0,0
1570,Hotel Tour d Auvergne Opera,0,0,0,1,0,0,0
1571,Hotel Tour d Auvergne Opera,0,0,0,0,0,5,0
1572,Hotel Tour d Auvergne Opera,0,0,0,0,0,0,1
1573,Hotel Trianon Rive Gauche,92,0,0,0,0,0,0
1574,Hotel Trianon Rive Gauche,0,9,0,0,0,0,0
1575,Hotel Trianon Rive Gauche,0,0,62,0,0,0,0
1576,Hotel Trianon Rive Gauche,0,0,0,6,0,0,0
1577,Hotel Trianon Rive Gauche,0,0,0,0,1,0,0
1578,Hotel Trianon Rive Gauche,0,0,0,0,0,85,0
1579,Hotel Trianon Rive Gauche,0,0,0,0,0,0,34
1580,Hotel Verneuil Saint Germain,12,0,0,0,0,0,0
1581,Hotel Verneuil Saint Germain,0,1,0,0,0,0,0
1582,Hotel Verneuil Saint Germain,0,0,34,0,0,0,0
1583,Hotel Verneuil Saint Germain,0,0,0,3,0,0,0
1584,Hotel Verneuil Saint Germain,0,0,0,0,0,33,0
1585,Hotel Verneuil Saint Germain,0,0,0,0,0,0,5
1586,Hotel Vignon,39,0,0,0,0,0,0
1587,Hotel Vignon,0,6,0,0,0,0,0
1588,Hotel Vignon,0,0,32,0,0,0,0
1589,Hotel Vignon,0,0,0,5,0,0,0
1590,Hotel Vignon,0,0,0,0,2,0,0
1591,Hotel Vignon,0,0,0,0,0,55,0
1592,Hotel Vignon,0,0,0,0,0,0,11
1593,Hotel Villa Lafayette Paris IX,11,0,0,0,0,0,0
1594,Hotel Villa Lafayette Paris IX,0,2,0,0,0,0,0
1595,Hotel Villa Lafayette Paris IX,0,0,18,0,0,0,0
1596,Hotel Villa Lafayette Paris IX,0,0,0,2,0,0,0
1597,Hotel Villa Lafayette Paris IX,0,0,0,0,1,0,0
1598,Hotel Villa Lafayette Paris IX,0,0,0,0,0,6,0
1599,Hotel Villa Lafayette Paris IX,0,0,0,0,0,0,8
1600,Hotel Villa Saxe Eiffel,25,0,0,0,0,0,0
1601,Hotel Villa Saxe Eiffel,0,0,25,0,0,0,0
1602,Hotel Villa Saxe Eiffel,0,0,0,2,0,0,0
1603,Hotel Villa Saxe Eiffel,0,0,0,0,0,29,0
1604,Hotel Villa Saxe Eiffel,0,0,0,0,0,0,11
1605,Hotel West End,65,0,0,0,0,0,0
1606,Hotel West End,0,4,0,0,0,0,0
1607,Hotel West End,0,0,47,0,0,0,0
1608,Hotel West End,0,0,0,5,0,0,0
1609,Hotel West End,0,0,0,0,0,47,0
1610,Hotel West End,0,0,0,0,0,0,33
1611,Hotel Whistler,10,0,0,0,0,0,0
1612,Hotel Whistler,0,1,0,0,0,0,0
1613,Hotel Whistler,0,0,12,0,0,0,0
1614,Hotel Whistler,0,0,0,0,2,0,0
1615,Hotel Whistler,0,0,0,0,0,10,0
1616,Hotel Whistler,0,0,0,0,0,0,6
1617,Hotel d Orsay Esprit de France,81,0,0,0,0,0,0
1618,Hotel d Orsay Esprit de France,0,4,0,0,0,0,0
1619,Hotel d Orsay Esprit de France,0,0,106,0,0,0,0
1620,Hotel d Orsay Esprit de France,0,0,0,12,0,0,0
1621,Hotel d Orsay Esprit de France,0,0,0,0,2,0,0
1622,Hotel d Orsay Esprit de France,0,0,0,0,0,98,0
1623,Hotel d Orsay Esprit de France,0,0,0,0,0,0,26
1624,Hotel de Nell,30,0,0,0,0,0,0
1625,Hotel de Nell,0,2,0,0,0,0,0
1626,Hotel de Nell,0,0,39,0,0,0,0
1627,Hotel de Nell,0,0,0,9,0,0,0
1628,Hotel de Nell,0,0,0,0,6,0,0
1629,Hotel de Nell,0,0,0,0,0,20,0
1630,Hotel de Nell,0,0,0,0,0,0,6
1631,Hotel de Seze,26,0,0,0,0,0,0
1632,Hotel de Seze,0,2,0,0,0,0,0
1633,Hotel de Seze,0,0,36,0,0,0,0
1634,Hotel de Seze,0,0,0,2,0,0,0
1635,Hotel de Seze,0,0,0,0,0,31,0
1636,Hotel de Seze,0,0,0,0,0,0,8
1637,Hotel des Tuileries Relais du Silence,26,0,0,0,0,0,0
1638,Hotel des Tuileries Relais du Silence,0,2,0,0,0,0,0
1639,Hotel des Tuileries Relais du Silence,0,0,22,0,0,0,0
1640,Hotel des Tuileries Relais du Silence,0,0,0,1,0,0,0
1641,Hotel des Tuileries Relais du Silence,0,0,0,0,0,38,0
1642,Hotel des Tuileries Relais du Silence,0,0,0,0,0,0,5
1643,Hotel du Collectionneur Arc de Triomphe,74,0,0,0,0,0,0
1644,Hotel du Collectionneur Arc de Triomphe,0,6,0,0,0,0,0
1645,Hotel du Collectionneur Arc de Triomphe,0,0,83,0,0,0,0
1646,Hotel du Collectionneur Arc de Triomphe,0,0,0,20,0,0,0
1647,Hotel du Collectionneur Arc de Triomphe,0,0,0,0,3,0,0
1648,Hotel du Collectionneur Arc de Triomphe,0,0,0,0,0,69,0
1649,Hotel du Collectionneur Arc de Triomphe,0,0,0,0,0,0,14
1650,Hotel du Louvre in the Unbound Collection by Hyatt,64,0,0,0,0,0,0
1651,Hotel du Louvre in the Unbound Collection by Hyatt,0,2,0,0,0,0,0
1652,Hotel du Louvre in the Unbound Collection by Hyatt,0,0,97,0,0,0,0
1653,Hotel du Louvre in the Unbound Collection by Hyatt,0,0,0,21,0,0,0
1654,Hotel du Louvre in the Unbound Collection by Hyatt,0,0,0,0,0,99,0
1655,Hotel du Louvre in the Unbound Collection by Hyatt,0,0,0,0,0,0,8
1656,Hotel du Petit Moulin,22,0,0,0,0,0,0
1657,Hotel du Petit Moulin,0,1,0,0,0,0,0
1658,Hotel du Petit Moulin,0,0,34,0,0,0,0
1659,Hotel du Petit Moulin,0,0,0,2,0,0,0
1660,Hotel du Petit Moulin,0,0,0,0,3,0,0
1661,Hotel du Petit Moulin,0,0,0,0,0,30,0
1662,Hotel du Petit Moulin,0,0,0,0,0,0,4
1663,Hotel le Lapin Blanc,79,0,0,0,0,0,0
1664,Hotel le Lapin Blanc,0,9,0,0,0,0,0
1665,Hotel le Lapin Blanc,0,0,53,0,0,0,0
1666,Hotel le Lapin Blanc,0,0,0,4,0,0,0
1667,Hotel le Lapin Blanc,0,0,0,0,15,0,0
1668,Hotel le Lapin Blanc,0,0,0,0,0,53,0
1669,Hotel le Lapin Blanc,0,0,0,0,0,0,5
1670,Hyatt Regency Paris Etoile,155,0,0,0,0,0,0
1671,Hyatt Regency Paris Etoile,0,5,0,0,0,0,0
1672,Hyatt Regency Paris Etoile,0,0,149,0,0,0,0
1673,Hyatt Regency Paris Etoile,0,0,0,35,0,0,0
1674,Hyatt Regency Paris Etoile,0,0,0,0,0,165,0
1675,Hyatt Regency Paris Etoile,0,0,0,0,0,0,47
1676,Ibis Styles Paris Gare Saint Lazare,2,0,0,0,0,0,0
1677,Ibis Styles Paris Gare Saint Lazare,0,1,0,0,0,0,0
1678,Ibis Styles Paris Gare Saint Lazare,0,0,2,0,0,0,0
1679,Ibis Styles Paris Gare Saint Lazare,0,0,0,0,1,0,0
1680,Ibis Styles Paris Gare Saint Lazare,0,0,0,0,0,1,0
1681,Ibis Styles Paris Gare Saint Lazare,0,0,0,0,0,0,5
1682,Idol Hotel,61,0,0,0,0,0,0
1683,Idol Hotel,0,1,0,0,0,0,0
1684,Idol Hotel,0,0,43,0,0,0,0
1685,Idol Hotel,0,0,0,5,0,0,0
1686,Idol Hotel,0,0,0,0,5,0,0
1687,Idol Hotel,0,0,0,0,0,16,0
1688,Idol Hotel,0,0,0,0,0,0,11
1689,InterContinental Paris Avenue Marceau,4,0,0,0,0,0,0
1690,InterContinental Paris Avenue Marceau,0,1,0,0,0,0,0
1691,InterContinental Paris Avenue Marceau,0,0,12,0,0,0,0
1692,InterContinental Paris Avenue Marceau,0,0,0,3,0,0,0
1693,InterContinental Paris Avenue Marceau,0,0,0,0,0,16,0
1694,InterContinental Paris Avenue Marceau,0,0,0,0,0,0,1
1695,InterContinental Paris Le Grand,26,0,0,0,0,0,0
1696,InterContinental Paris Le Grand,0,0,35,0,0,0,0
1697,InterContinental Paris Le Grand,0,0,0,7,0,0,0
1698,InterContinental Paris Le Grand,0,0,0,0,0,36,0
1699,InterContinental Paris Le Grand,0,0,0,0,0,0,17
1700,K K H tel Cayr Saint Germain des Pr s,100,0,0,0,0,0,0
1701,K K H tel Cayr Saint Germain des Pr s,0,9,0,0,0,0,0
1702,K K H tel Cayr Saint Germain des Pr s,0,0,98,0,0,0,0
1703,K K H tel Cayr Saint Germain des Pr s,0,0,0,17,0,0,0
1704,K K H tel Cayr Saint Germain des Pr s,0,0,0,0,0,117,0
1705,K K H tel Cayr Saint Germain des Pr s,0,0,0,0,0,0,39
1706,Kube Hotel Ice Bar,9,0,0,0,0,0,0
1707,Kube Hotel Ice Bar,0,0,6,0,0,0,0
1708,Kube Hotel Ice Bar,0,0,0,1,0,0,0
1709,Kube Hotel Ice Bar,0,0,0,0,0,1,0
1710,L Edmond H tel,5,0,0,0,0,0,0
1711,L Edmond H tel,0,1,0,0,0,0,0
1712,L Edmond H tel,0,0,13,0,0,0,0
1713,L Edmond H tel,0,0,0,0,1,0,0
1714,L Edmond H tel,0,0,0,0,0,7,0
1715,L Edmond H tel,0,0,0,0,0,0,1
1716,L Empire Paris,42,0,0,0,0,0,0
1717,L Empire Paris,0,2,0,0,0,0,0
1718,L Empire Paris,0,0,48,0,0,0,0
1719,L Empire Paris,0,0,0,4,0,0,0
1720,L Empire Paris,0,0,0,0,1,0,0
1721,L Empire Paris,0,0,0,0,0,44,0
1722,L Empire Paris,0,0,0,0,0,0,20
1723,L H tel,19,0,0,0,0,0,0
1724,L H tel,0,0,34,0,0,0,0
1725,L H tel,0,0,0,8,0,0,0
1726,L H tel,0,0,0,0,0,14,0
1727,L H tel,0,0,0,0,0,0,8
1728,L Hotel Pergol se Paris,60,0,0,0,0,0,0
1729,L Hotel Pergol se Paris,0,7,0,0,0,0,0
1730,L Hotel Pergol se Paris,0,0,61,0,0,0,0
1731,L Hotel Pergol se Paris,0,0,0,3,0,0,0
1732,L Hotel Pergol se Paris,0,0,0,0,0,60,0
1733,L Hotel Pergol se Paris,0,0,0,0,0,0,12
1734,La Chambre du Marais,38,0,0,0,0,0,0
1735,La Chambre du Marais,0,5,0,0,0,0,0
1736,La Chambre du Marais,0,0,33,0,0,0,0
1737,La Chambre du Marais,0,0,0,16,0,0,0
1738,La Chambre du Marais,0,0,0,0,3,0,0
1739,La Chambre du Marais,0,0,0,0,0,31,0
1740,La Chambre du Marais,0,0,0,0,0,0,14
1741,La Clef Tour Eiffel,111,0,0,0,0,0,0
1742,La Clef Tour Eiffel,0,9,0,0,0,0,0
1743,La Clef Tour Eiffel,0,0,100,0,0,0,0
1744,La Clef Tour Eiffel,0,0,0,15,0,0,0
1745,La Clef Tour Eiffel,0,0,0,0,3,0,0
1746,La Clef Tour Eiffel,0,0,0,0,0,111,0
1747,La Clef Tour Eiffel,0,0,0,0,0,0,15
1748,La Maison Champs Elys es,14,0,0,0,0,0,0
1749,La Maison Champs Elys es,0,1,0,0,0,0,0
1750,La Maison Champs Elys es,0,0,34,0,0,0,0
1751,La Maison Champs Elys es,0,0,0,6,0,0,0
1752,La Maison Champs Elys es,0,0,0,0,2,0,0
1753,La Maison Champs Elys es,0,0,0,0,0,27,0
1754,La Maison Champs Elys es,0,0,0,0,0,0,8
1755,La Maison Favart,35,0,0,0,0,0,0
1756,La Maison Favart,0,0,66,0,0,0,0
1757,La Maison Favart,0,0,0,11,0,0,0
1758,La Maison Favart,0,0,0,0,2,0,0
1759,La Maison Favart,0,0,0,0,0,40,0
1760,La Maison Favart,0,0,0,0,0,0,15
1761,La Tremoille Paris,13,0,0,0,0,0,0
1762,La Tremoille Paris,0,1,0,0,0,0,0
1763,La Tremoille Paris,0,0,20,0,0,0,0
1764,La Tremoille Paris,0,0,0,5,0,0,0
1765,La Tremoille Paris,0,0,0,0,0,22,0
1766,La Tremoille Paris,0,0,0,0,0,0,3
1767,La Villa Haussmann,7,0,0,0,0,0,0
1768,La Villa Haussmann,0,0,19,0,0,0,0
1769,La Villa Haussmann,0,0,0,2,0,0,0
1770,La Villa Haussmann,0,0,0,0,1,0,0
1771,La Villa Haussmann,0,0,0,0,0,6,0
1772,La Villa Haussmann,0,0,0,0,0,0,4
1773,La Villa Maillot,37,0,0,0,0,0,0
1774,La Villa Maillot,0,4,0,0,0,0,0
1775,La Villa Maillot,0,0,35,0,0,0,0
1776,La Villa Maillot,0,0,0,2,0,0,0
1777,La Villa Maillot,0,0,0,0,3,0,0
1778,La Villa Maillot,0,0,0,0,0,12,0
1779,La Villa Maillot,0,0,0,0,0,0,8
1780,La Villa Royale,48,0,0,0,0,0,0
1781,La Villa Royale,0,1,0,0,0,0,0
1782,La Villa Royale,0,0,28,0,0,0,0
1783,La Villa Royale,0,0,0,3,0,0,0
1784,La Villa Royale,0,0,0,0,1,0,0
1785,La Villa Royale,0,0,0,0,0,14,0
1786,La Villa Royale,0,0,0,0,0,0,4
1787,La Villa des Ternes,41,0,0,0,0,0,0
1788,La Villa des Ternes,0,7,0,0,0,0,0
1789,La Villa des Ternes,0,0,45,0,0,0,0
1790,La Villa des Ternes,0,0,0,3,0,0,0
1791,La Villa des Ternes,0,0,0,0,0,47,0
1792,La Villa des Ternes,0,0,0,0,0,0,3
1793,Le 123 Elysees Astotel,21,0,0,0,0,0,0
1794,Le 123 Elysees Astotel,0,0,20,0,0,0,0
1795,Le 123 Elysees Astotel,0,0,0,0,0,18,0
1796,Le 123 Elysees Astotel,0,0,0,0,0,0,9
1797,Le 123 S bastopol Astotel,45,0,0,0,0,0,0
1798,Le 123 S bastopol Astotel,0,5,0,0,0,0,0
1799,Le 123 S bastopol Astotel,0,0,71,0,0,0,0
1800,Le 123 S bastopol Astotel,0,0,0,8,0,0,0
1801,Le 123 S bastopol Astotel,0,0,0,0,3,0,0
1802,Le 123 S bastopol Astotel,0,0,0,0,0,30,0
1803,Le 123 S bastopol Astotel,0,0,0,0,0,0,35
1804,Le 7 Eiffel Hotel,15,0,0,0,0,0,0
1805,Le 7 Eiffel Hotel,0,4,0,0,0,0,0
1806,Le 7 Eiffel Hotel,0,0,19,0,0,0,0
1807,Le 7 Eiffel Hotel,0,0,0,4,0,0,0
1808,Le 7 Eiffel Hotel,0,0,0,0,1,0,0
1809,Le 7 Eiffel Hotel,0,0,0,0,0,34,0
1810,Le 7 Eiffel Hotel,0,0,0,0,0,0,5
1811,Le A,26,0,0,0,0,0,0
1812,Le A,0,2,0,0,0,0,0
1813,Le A,0,0,58,0,0,0,0
1814,Le A,0,0,0,9,0,0,0
1815,Le A,0,0,0,0,2,0,0
1816,Le A,0,0,0,0,0,31,0
1817,Le A,0,0,0,0,0,0,13
1818,Le Belmont Champs Elys es,29,0,0,0,0,0,0
1819,Le Belmont Champs Elys es,0,1,0,0,0,0,0
1820,Le Belmont Champs Elys es,0,0,23,0,0,0,0
1821,Le Belmont Champs Elys es,0,0,0,3,0,0,0
1822,Le Belmont Champs Elys es,0,0,0,0,0,26,0
1823,Le Belmont Champs Elys es,0,0,0,0,0,0,9
1824,Le Burgundy Paris,45,0,0,0,0,0,0
1825,Le Burgundy Paris,0,5,0,0,0,0,0
1826,Le Burgundy Paris,0,0,48,0,0,0,0
1827,Le Burgundy Paris,0,0,0,17,0,0,0
1828,Le Burgundy Paris,0,0,0,0,5,0,0
1829,Le Burgundy Paris,0,0,0,0,0,51,0
1830,Le Burgundy Paris,0,0,0,0,0,0,12
1831,Le Cinq Codet,95,0,0,0,0,0,0
1832,Le Cinq Codet,0,10,0,0,0,0,0
1833,Le Cinq Codet,0,0,105,0,0,0,0
1834,Le Cinq Codet,0,0,0,30,0,0,0
1835,Le Cinq Codet,0,0,0,0,18,0,0
1836,Le Cinq Codet,0,0,0,0,0,53,0
1837,Le Cinq Codet,0,0,0,0,0,0,22
1838,Le Dokhan s a Tribute Portfolio Hotel,21,0,0,0,0,0,0
1839,Le Dokhan s a Tribute Portfolio Hotel,0,2,0,0,0,0,0
1840,Le Dokhan s a Tribute Portfolio Hotel,0,0,17,0,0,0,0
1841,Le Dokhan s a Tribute Portfolio Hotel,0,0,0,3,0,0,0
1842,Le Dokhan s a Tribute Portfolio Hotel,0,0,0,0,1,0,0
1843,Le Dokhan s a Tribute Portfolio Hotel,0,0,0,0,0,16,0
1844,Le Dokhan s a Tribute Portfolio Hotel,0,0,0,0,0,0,5
1845,Le G n ral H tel,54,0,0,0,0,0,0
1846,Le G n ral H tel,0,5,0,0,0,0,0
1847,Le G n ral H tel,0,0,55,0,0,0,0
1848,Le G n ral H tel,0,0,0,8,0,0,0
1849,Le G n ral H tel,0,0,0,0,9,0,0
1850,Le G n ral H tel,0,0,0,0,0,32,0
1851,Le G n ral H tel,0,0,0,0,0,0,4
1852,Le Grand H tel de Normandie,6,0,0,0,0,0,0
1853,Le Grand H tel de Normandie,0,1,0,0,0,0,0
1854,Le Grand H tel de Normandie,0,0,8,0,0,0,0
1855,Le Grand H tel de Normandie,0,0,0,1,0,0,0
1856,Le Grand H tel de Normandie,0,0,0,0,0,7,0
1857,Le Grand H tel de Normandie,0,0,0,0,0,0,2
1858,Le Grey Hotel,26,0,0,0,0,0,0
1859,Le Grey Hotel,0,2,0,0,0,0,0
1860,Le Grey Hotel,0,0,34,0,0,0,0
1861,Le Grey Hotel,0,0,0,0,0,17,0
1862,Le Grey Hotel,0,0,0,0,0,0,6
1863,Le Lavoisier,4,0,0,0,0,0,0
1864,Le Lavoisier,0,0,1,0,0,0,0
1865,Le Lavoisier,0,0,0,0,0,2,0
1866,Le Littr ,20,0,0,0,0,0,0
1867,Le Littr ,0,2,0,0,0,0,0
1868,Le Littr ,0,0,17,0,0,0,0
1869,Le Littr ,0,0,0,2,0,0,0
1870,Le Littr ,0,0,0,0,0,8,0
1871,Le Littr ,0,0,0,0,0,0,9
1872,Le M ridien Etoile,14,0,0,0,0,0,0
1873,Le M ridien Etoile,0,2,0,0,0,0,0
1874,Le M ridien Etoile,0,0,12,0,0,0,0
1875,Le M ridien Etoile,0,0,0,1,0,0,0
1876,Le M ridien Etoile,0,0,0,0,0,8,0
1877,Le M ridien Etoile,0,0,0,0,0,0,13
1878,Le Marceau Bastille,54,0,0,0,0,0,0
1879,Le Marceau Bastille,0,5,0,0,0,0,0
1880,Le Marceau Bastille,0,0,44,0,0,0,0
1881,Le Marceau Bastille,0,0,0,4,0,0,0
1882,Le Marceau Bastille,0,0,0,0,3,0,0
1883,Le Marceau Bastille,0,0,0,0,0,31,0
1884,Le Marceau Bastille,0,0,0,0,0,0,42
1885,Le Marcel,33,0,0,0,0,0,0
1886,Le Marcel,0,2,0,0,0,0,0
1887,Le Marcel,0,0,26,0,0,0,0
1888,Le Marcel,0,0,0,2,0,0,0
1889,Le Marcel,0,0,0,0,1,0,0
1890,Le Marcel,0,0,0,0,0,21,0
1891,Le Marcel,0,0,0,0,0,0,10
1892,Le Marquis Eiffel,34,0,0,0,0,0,0
1893,Le Marquis Eiffel,0,6,0,0,0,0,0
1894,Le Marquis Eiffel,0,0,41,0,0,0,0
1895,Le Marquis Eiffel,0,0,0,5,0,0,0
1896,Le Marquis Eiffel,0,0,0,0,0,36,0
1897,Le Marquis Eiffel,0,0,0,0,0,0,9
1898,Le Mathurin Hotel Spa,48,0,0,0,0,0,0
1899,Le Mathurin Hotel Spa,0,4,0,0,0,0,0
1900,Le Mathurin Hotel Spa,0,0,45,0,0,0,0
1901,Le Mathurin Hotel Spa,0,0,0,10,0,0,0
1902,Le Mathurin Hotel Spa,0,0,0,0,2,0,0
1903,Le Mathurin Hotel Spa,0,0,0,0,0,43,0
1904,Le Mathurin Hotel Spa,0,0,0,0,0,0,22
1905,Le Metropolitan a Tribute Portfolio Hotel,23,0,0,0,0,0,0
1906,Le Metropolitan a Tribute Portfolio Hotel,0,0,31,0,0,0,0
1907,Le Metropolitan a Tribute Portfolio Hotel,0,0,0,2,0,0,0
1908,Le Metropolitan a Tribute Portfolio Hotel,0,0,0,0,0,24,0
1909,Le Metropolitan a Tribute Portfolio Hotel,0,0,0,0,0,0,4
1910,Le Meurice,13,0,0,0,0,0,0
1911,Le Meurice,0,1,0,0,0,0,0
1912,Le Meurice,0,0,13,0,0,0,0
1913,Le Meurice,0,0,0,7,0,0,0
1914,Le Meurice,0,0,0,0,0,5,0
1915,Le Meurice,0,0,0,0,0,0,4
1916,Le Narcisse Blanc Spa,24,0,0,0,0,0,0
1917,Le Narcisse Blanc Spa,0,0,34,0,0,0,0
1918,Le Narcisse Blanc Spa,0,0,0,7,0,0,0
1919,Le Narcisse Blanc Spa,0,0,0,0,1,0,0
1920,Le Narcisse Blanc Spa,0,0,0,0,0,16,0
1921,Le Narcisse Blanc Spa,0,0,0,0,0,0,3
1922,Le Parisis Paris Tour Eiffel,191,0,0,0,0,0,0
1923,Le Parisis Paris Tour Eiffel,0,19,0,0,0,0,0
1924,Le Parisis Paris Tour Eiffel,0,0,147,0,0,0,0
1925,Le Parisis Paris Tour Eiffel,0,0,0,15,0,0,0
1926,Le Parisis Paris Tour Eiffel,0,0,0,0,1,0,0
1927,Le Parisis Paris Tour Eiffel,0,0,0,0,0,107,0
1928,Le Parisis Paris Tour Eiffel,0,0,0,0,0,0,30
1929,Le Pavillon de la Reine Spa,30,0,0,0,0,0,0
1930,Le Pavillon de la Reine Spa,0,1,0,0,0,0,0
1931,Le Pavillon de la Reine Spa,0,0,59,0,0,0,0
1932,Le Pavillon de la Reine Spa,0,0,0,14,0,0,0
1933,Le Pavillon de la Reine Spa,0,0,0,0,1,0,0
1934,Le Pavillon de la Reine Spa,0,0,0,0,0,45,0
1935,Le Pavillon de la Reine Spa,0,0,0,0,0,0,15
1936,Le Pavillon des Lettres,11,0,0,0,0,0,0
1937,Le Pavillon des Lettres,0,0,12,0,0,0,0
1938,Le Pavillon des Lettres,0,0,0,4,0,0,0
1939,Le Pavillon des Lettres,0,0,0,0,2,0,0
1940,Le Pavillon des Lettres,0,0,0,0,0,13,0
1941,Le Pavillon des Lettres,0,0,0,0,0,0,3
1942,Le Pigalle Hotel,17,0,0,0,0,0,0
1943,Le Pigalle Hotel,0,0,20,0,0,0,0
1944,Le Pigalle Hotel,0,0,0,1,0,0,0
1945,Le Pigalle Hotel,0,0,0,0,1,0,0
1946,Le Pigalle Hotel,0,0,0,0,0,3,0
1947,Le Pradey,15,0,0,0,0,0,0
1948,Le Pradey,0,0,20,0,0,0,0
1949,Le Pradey,0,0,0,2,0,0,0
1950,Le Pradey,0,0,0,0,1,0,0
1951,Le Pradey,0,0,0,0,0,28,0
1952,Le Pradey,0,0,0,0,0,0,4
1953,Le Relais M dicis,11,0,0,0,0,0,0
1954,Le Relais M dicis,0,1,0,0,0,0,0
1955,Le Relais M dicis,0,0,10,0,0,0,0
1956,Le Relais M dicis,0,0,0,1,0,0,0
1957,Le Relais M dicis,0,0,0,0,0,9,0
1958,Le Relais M dicis,0,0,0,0,0,0,4
1959,Le Relais Madeleine,22,0,0,0,0,0,0
1960,Le Relais Madeleine,0,4,0,0,0,0,0
1961,Le Relais Madeleine,0,0,33,0,0,0,0
1962,Le Relais Madeleine,0,0,0,0,0,28,0
1963,Le Relais Madeleine,0,0,0,0,0,0,7
1964,Le Relais Montmartre,75,0,0,0,0,0,0
1965,Le Relais Montmartre,0,11,0,0,0,0,0
1966,Le Relais Montmartre,0,0,86,0,0,0,0
1967,Le Relais Montmartre,0,0,0,5,0,0,0
1968,Le Relais Montmartre,0,0,0,0,3,0,0
1969,Le Relais Montmartre,0,0,0,0,0,80,0
1970,Le Relais Montmartre,0,0,0,0,0,0,15
1971,Le Roch Hotel Spa,9,0,0,0,0,0,0
1972,Le Roch Hotel Spa,0,0,11,0,0,0,0
1973,Le Roch Hotel Spa,0,0,0,6,0,0,0
1974,Le Roch Hotel Spa,0,0,0,0,5,0,0
1975,Le Roch Hotel Spa,0,0,0,0,0,8,0
1976,Le Roch Hotel Spa,0,0,0,0,0,0,1
1977,Le Saint Hotel Paris,16,0,0,0,0,0,0
1978,Le Saint Hotel Paris,0,0,11,0,0,0,0
1979,Le Saint Hotel Paris,0,0,0,1,0,0,0
1980,Le Saint Hotel Paris,0,0,0,0,1,0,0
1981,Le Saint Hotel Paris,0,0,0,0,0,17,0
1982,Le Saint Hotel Paris,0,0,0,0,0,0,7
1983,Le Senat,37,0,0,0,0,0,0
1984,Le Senat,0,5,0,0,0,0,0
1985,Le Senat,0,0,29,0,0,0,0
1986,Le Senat,0,0,0,3,0,0,0
1987,Le Senat,0,0,0,0,1,0,0
1988,Le Senat,0,0,0,0,0,37,0
1989,Le Senat,0,0,0,0,0,0,9
1990,Le Tourville Eiffel,39,0,0,0,0,0,0
1991,Le Tourville Eiffel,0,2,0,0,0,0,0
1992,Le Tourville Eiffel,0,0,64,0,0,0,0
1993,Le Tourville Eiffel,0,0,0,6,0,0,0
1994,Le Tourville Eiffel,0,0,0,0,1,0,0
1995,Le Tourville Eiffel,0,0,0,0,0,50,0
1996,Le Tourville Eiffel,0,0,0,0,0,0,15
1997,Le Tsuba Hotel,15,0,0,0,0,0,0
1998,Le Tsuba Hotel,0,1,0,0,0,0,0
1999,Le Tsuba Hotel,0,0,23,0,0,0,0
2000,Le Tsuba Hotel,0,0,0,1,0,0,0
2001,Le Tsuba Hotel,0,0,0,0,4,0,0
2002,Le Tsuba Hotel,0,0,0,0,0,18,0
2003,Le Tsuba Hotel,0,0,0,0,0,0,10
2004,Legend Saint Germain by Elegancia,34,0,0,0,0,0,0
2005,Legend Saint Germain by Elegancia,0,3,0,0,0,0,0
2006,Legend Saint Germain by Elegancia,0,0,36,0,0,0,0
2007,Legend Saint Germain by Elegancia,0,0,0,0,3,0,0
2008,Legend Saint Germain by Elegancia,0,0,0,0,0,22,0
2009,Legend Saint Germain by Elegancia,0,0,0,0,0,0,11
2010,Les Jardins De La Villa Spa,38,0,0,0,0,0,0
2011,Les Jardins De La Villa Spa,0,4,0,0,0,0,0
2012,Les Jardins De La Villa Spa,0,0,35,0,0,0,0
2013,Les Jardins De La Villa Spa,0,0,0,7,0,0,0
2014,Les Jardins De La Villa Spa,0,0,0,0,2,0,0
2015,Les Jardins De La Villa Spa,0,0,0,0,0,23,0
2016,Les Jardins De La Villa Spa,0,0,0,0,0,0,10
2017,Les Jardins Du Marais,50,0,0,0,0,0,0
2018,Les Jardins Du Marais,0,2,0,0,0,0,0
2019,Les Jardins Du Marais,0,0,39,0,0,0,0
2020,Les Jardins Du Marais,0,0,0,2,0,0,0
2021,Les Jardins Du Marais,0,0,0,0,1,0,0
2022,Les Jardins Du Marais,0,0,0,0,0,39,0
2023,Les Jardins Du Marais,0,0,0,0,0,0,14
