,Hotel_Name,room,clean,staff,service,design,location,breakfast
2024,Les Matins de Paris Spa,27,0,0,0,0,0,0
2025,Les Matins de Paris Spa,0,3,0,0,0,0,0
2026,Les Matins de Paris Spa,0,0,22,0,0,0,0
2027,Les Matins de Paris Spa,0,0,0,3,0,0,0
2028,Les Matins de Paris Spa,0,0,0,0,0,23,0
2029,Les Matins de Paris Spa,0,0,0,0,0,0,6
2030,Les Plumes Hotel,36,0,0,0,0,0,0
2031,Les Plumes Hotel,0,0,50,0,0,0,0
2032,Les Plumes Hotel,0,0,0,3,0,0,0
2033,Les Plumes Hotel,0,0,0,0,3,0,0
2034,Les Plumes Hotel,0,0,0,0,0,32,0
2035,Les Plumes Hotel,0,0,0,0,0,0,10
2036,Little Palace Hotel,115,0,0,0,0,0,0
2037,Little Palace Hotel,0,8,0,0,0,0,0
2038,Little Palace Hotel,0,0,103,0,0,0,0
2039,Little Palace Hotel,0,0,0,4,0,0,0
2040,Little Palace Hotel,0,0,0,0,6,0,0
2041,Little Palace Hotel,0,0,0,0,0,112,0
2042,Little Palace Hotel,0,0,0,0,0,0,31
2043,Lyric H tel Paris,38,0,0,0,0,0,0
2044,Lyric H tel Paris,0,2,0,0,0,0,0
2045,Lyric H tel Paris,0,0,33,0,0,0,0
2046,Lyric H tel Paris,0,0,0,4,0,0,0
2047,Lyric H tel Paris,0,0,0,0,4,0,0
2048,Lyric H tel Paris,0,0,0,0,0,28,0
2049,Lyric H tel Paris,0,0,0,0,0,0,20
2050,MARQUIS Faubourg St Honor Relais Ch teaux,2,0,0,0,0,0,0
2051,MARQUIS Faubourg St Honor Relais Ch teaux,0,0,4,0,0,0,0
2052,MARQUIS Faubourg St Honor Relais Ch teaux,0,0,0,0,0,3,0
2053,Madeleine Plaza,34,0,0,0,0,0,0
2054,Madeleine Plaza,0,1,0,0,0,0,0
2055,Madeleine Plaza,0,0,42,0,0,0,0
2056,Madeleine Plaza,0,0,0,3,0,0,0
2057,Madeleine Plaza,0,0,0,0,0,61,0
2058,Madeleine Plaza,0,0,0,0,0,0,11
2059,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,33,0,0,0,0,0,0
2060,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,0,0,47,0,0,0,0
2061,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,0,0,0,3,0,0,0
2062,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,0,0,0,0,2,0,0
2063,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,0,0,0,0,0,45,0
2064,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,0,0,0,0,0,0,3
2065,Maison Albar Hotel Paris C line,29,0,0,0,0,0,0
2066,Maison Albar Hotel Paris C line,0,1,0,0,0,0,0
2067,Maison Albar Hotel Paris C line,0,0,26,0,0,0,0
2068,Maison Albar Hotel Paris C line,0,0,0,1,0,0,0
2069,Maison Albar Hotel Paris C line,0,0,0,0,1,0,0
2070,Maison Albar Hotel Paris C line,0,0,0,0,0,23,0
2071,Maison Albar Hotel Paris C line,0,0,0,0,0,0,5
2072,Maison Albar Hotel Paris Op ra Diamond,121,0,0,0,0,0,0
2073,Maison Albar Hotel Paris Op ra Diamond,0,4,0,0,0,0,0
2074,Maison Albar Hotel Paris Op ra Diamond,0,0,103,0,0,0,0
2075,Maison Albar Hotel Paris Op ra Diamond,0,0,0,16,0,0,0
2076,Maison Albar Hotel Paris Op ra Diamond,0,0,0,0,4,0,0
2077,Maison Albar Hotel Paris Op ra Diamond,0,0,0,0,0,77,0
2078,Maison Albar Hotel Paris Op ra Diamond,0,0,0,0,0,0,21
2079,Maison Souquet,21,0,0,0,0,0,0
2080,Maison Souquet,0,0,41,0,0,0,0
2081,Maison Souquet,0,0,0,13,0,0,0
2082,Maison Souquet,0,0,0,0,1,0,0
2083,Maison Souquet,0,0,0,0,0,16,0
2084,Maison Souquet,0,0,0,0,0,0,4
2085,Majestic Hotel Spa,15,0,0,0,0,0,0
2086,Majestic Hotel Spa,0,0,11,0,0,0,0
2087,Majestic Hotel Spa,0,0,0,3,0,0,0
2088,Majestic Hotel Spa,0,0,0,0,0,8,0
2089,Majestic Hotel Spa,0,0,0,0,0,0,1
2090,Mandarin Oriental Paris,3,0,0,0,0,0,0
2091,Mandarin Oriental Paris,0,0,7,0,0,0,0
2092,Mandarin Oriental Paris,0,0,0,2,0,0,0
2093,Mandarin Oriental Paris,0,0,0,0,0,4,0
2094,Mandarin Oriental Paris,0,0,0,0,0,0,2
2095,Maxim Op ra,15,0,0,0,0,0,0
2096,Maxim Op ra,0,2,0,0,0,0,0
2097,Maxim Op ra,0,0,10,0,0,0,0
2098,Maxim Op ra,0,0,0,1,0,0,0
2099,Maxim Op ra,0,0,0,0,0,8,0
2100,Maxim Op ra,0,0,0,0,0,0,1
2101,Melia Paris Champs Elys es,2,0,0,0,0,0,0
2102,Melia Paris Champs Elys es,0,0,4,0,0,0,0
2103,Melia Paris Champs Elys es,0,0,0,0,0,1,0
2104,Melia Paris Notre Dame,12,0,0,0,0,0,0
2105,Melia Paris Notre Dame,0,2,0,0,0,0,0
2106,Melia Paris Notre Dame,0,0,23,0,0,0,0
2107,Melia Paris Notre Dame,0,0,0,4,0,0,0
2108,Melia Paris Notre Dame,0,0,0,0,1,0,0
2109,Melia Paris Notre Dame,0,0,0,0,0,23,0
2110,Melia Paris Notre Dame,0,0,0,0,0,0,6
2111,Melia Paris Tour Eiffel,7,0,0,0,0,0,0
2112,Melia Paris Tour Eiffel,0,0,14,0,0,0,0
2113,Melia Paris Tour Eiffel,0,0,0,2,0,0,0
2114,Melia Paris Tour Eiffel,0,0,0,0,0,14,0
2115,Melia Paris Tour Eiffel,0,0,0,0,0,0,6
2116,Melia Paris Vendome,9,0,0,0,0,0,0
2117,Melia Paris Vendome,0,1,0,0,0,0,0
2118,Melia Paris Vendome,0,0,11,0,0,0,0
2119,Melia Paris Vendome,0,0,0,3,0,0,0
2120,Melia Paris Vendome,0,0,0,0,0,15,0
2121,Melia Paris Vendome,0,0,0,0,0,0,4
2122,Mercure Paris 15 Porte de Versailles,8,0,0,0,0,0,0
2123,Mercure Paris 15 Porte de Versailles,0,2,0,0,0,0,0
2124,Mercure Paris 15 Porte de Versailles,0,0,8,0,0,0,0
2125,Mercure Paris 15 Porte de Versailles,0,0,0,2,0,0,0
2126,Mercure Paris 15 Porte de Versailles,0,0,0,0,0,2,0
2127,Mercure Paris 15 Porte de Versailles,0,0,0,0,0,0,3
2128,Mercure Paris 17 me Saint Lazare Monceau,6,0,0,0,0,0,0
2129,Mercure Paris 17 me Saint Lazare Monceau,0,0,4,0,0,0,0
2130,Mercure Paris 17 me Saint Lazare Monceau,0,0,0,0,0,2,0
2131,Mercure Paris 17 me Saint Lazare Monceau,0,0,0,0,0,0,3
2132,Mercure Paris 19 Philharmonie La Villette,17,0,0,0,0,0,0
2133,Mercure Paris 19 Philharmonie La Villette,0,1,0,0,0,0,0
2134,Mercure Paris 19 Philharmonie La Villette,0,0,12,0,0,0,0
2135,Mercure Paris 19 Philharmonie La Villette,0,0,0,3,0,0,0
2136,Mercure Paris 19 Philharmonie La Villette,0,0,0,0,0,15,0
2137,Mercure Paris 19 Philharmonie La Villette,0,0,0,0,0,0,5
2138,Mercure Paris Alesia,25,0,0,0,0,0,0
2139,Mercure Paris Alesia,0,3,0,0,0,0,0
2140,Mercure Paris Alesia,0,0,26,0,0,0,0
2141,Mercure Paris Alesia,0,0,0,6,0,0,0
2142,Mercure Paris Alesia,0,0,0,0,3,0,0
2143,Mercure Paris Alesia,0,0,0,0,0,18,0
2144,Mercure Paris Alesia,0,0,0,0,0,0,9
2145,Mercure Paris Arc de Triomphe Etoile,7,0,0,0,0,0,0
2146,Mercure Paris Arc de Triomphe Etoile,0,0,4,0,0,0,0
2147,Mercure Paris Arc de Triomphe Etoile,0,0,0,1,0,0,0
2148,Mercure Paris Arc de Triomphe Etoile,0,0,0,0,0,5,0
2149,Mercure Paris Bastille Marais,15,0,0,0,0,0,0
2150,Mercure Paris Bastille Marais,0,1,0,0,0,0,0
2151,Mercure Paris Bastille Marais,0,0,10,0,0,0,0
2152,Mercure Paris Bastille Marais,0,0,0,1,0,0,0
2153,Mercure Paris Bastille Marais,0,0,0,0,0,10,0
2154,Mercure Paris Bastille Marais,0,0,0,0,0,0,1
2155,Mercure Paris Bastille Saint Antoine,7,0,0,0,0,0,0
2156,Mercure Paris Bastille Saint Antoine,0,0,7,0,0,0,0
2157,Mercure Paris Bastille Saint Antoine,0,0,0,0,0,3,0
2158,Mercure Paris Bercy Biblioth que,34,0,0,0,0,0,0
2159,Mercure Paris Bercy Biblioth que,0,6,0,0,0,0,0
2160,Mercure Paris Bercy Biblioth que,0,0,36,0,0,0,0
2161,Mercure Paris Bercy Biblioth que,0,0,0,3,0,0,0
2162,Mercure Paris Bercy Biblioth que,0,0,0,0,1,0,0
2163,Mercure Paris Bercy Biblioth que,0,0,0,0,0,23,0
2164,Mercure Paris Bercy Biblioth que,0,0,0,0,0,0,19
2165,Mercure Paris Centre Tour Eiffel,123,0,0,0,0,0,0
2166,Mercure Paris Centre Tour Eiffel,0,11,0,0,0,0,0
2167,Mercure Paris Centre Tour Eiffel,0,0,150,0,0,0,0
2168,Mercure Paris Centre Tour Eiffel,0,0,0,16,0,0,0
2169,Mercure Paris Centre Tour Eiffel,0,0,0,0,2,0,0
2170,Mercure Paris Centre Tour Eiffel,0,0,0,0,0,210,0
2171,Mercure Paris Centre Tour Eiffel,0,0,0,0,0,0,64
2172,Mercure Paris Champs Elys es,7,0,0,0,0,0,0
2173,Mercure Paris Champs Elys es,0,1,0,0,0,0,0
2174,Mercure Paris Champs Elys es,0,0,7,0,0,0,0
2175,Mercure Paris Champs Elys es,0,0,0,0,0,11,0
2176,Mercure Paris Champs Elys es,0,0,0,0,0,0,2
2177,Mercure Paris Gare De Lyon TGV,75,0,0,0,0,0,0
2178,Mercure Paris Gare De Lyon TGV,0,5,0,0,0,0,0
2179,Mercure Paris Gare De Lyon TGV,0,0,90,0,0,0,0
2180,Mercure Paris Gare De Lyon TGV,0,0,0,9,0,0,0
2181,Mercure Paris Gare De Lyon TGV,0,0,0,0,0,121,0
2182,Mercure Paris Gare De Lyon TGV,0,0,0,0,0,0,40
2183,Mercure Paris Gare Montparnasse,11,0,0,0,0,0,0
2184,Mercure Paris Gare Montparnasse,0,1,0,0,0,0,0
2185,Mercure Paris Gare Montparnasse,0,0,4,0,0,0,0
2186,Mercure Paris Gare Montparnasse,0,0,0,0,0,8,0
2187,Mercure Paris Gare Montparnasse,0,0,0,0,0,0,4
2188,Mercure Paris Gobelins Place d Italie,6,0,0,0,0,0,0
2189,Mercure Paris Gobelins Place d Italie,0,0,3,0,0,0,0
2190,Mercure Paris Gobelins Place d Italie,0,0,0,2,0,0,0
2191,Mercure Paris Gobelins Place d Italie,0,0,0,0,0,5,0
2192,Mercure Paris Gobelins Place d Italie,0,0,0,0,0,0,1
2193,Mercure Paris Montmartre Sacr Coeur,93,0,0,0,0,0,0
2194,Mercure Paris Montmartre Sacr Coeur,0,5,0,0,0,0,0
2195,Mercure Paris Montmartre Sacr Coeur,0,0,66,0,0,0,0
2196,Mercure Paris Montmartre Sacr Coeur,0,0,0,8,0,0,0
2197,Mercure Paris Montmartre Sacr Coeur,0,0,0,0,0,75,0
2198,Mercure Paris Montmartre Sacr Coeur,0,0,0,0,0,0,32
2199,Mercure Paris Montparnasse Raspail,23,0,0,0,0,0,0
2200,Mercure Paris Montparnasse Raspail,0,3,0,0,0,0,0
2201,Mercure Paris Montparnasse Raspail,0,0,34,0,0,0,0
2202,Mercure Paris Montparnasse Raspail,0,0,0,3,0,0,0
2203,Mercure Paris Montparnasse Raspail,0,0,0,0,1,0,0
2204,Mercure Paris Montparnasse Raspail,0,0,0,0,0,25,0
2205,Mercure Paris Montparnasse Raspail,0,0,0,0,0,0,14
2206,Mercure Paris Notre Dame Saint Germain des Pr s,12,0,0,0,0,0,0
2207,Mercure Paris Notre Dame Saint Germain des Pr s,0,3,0,0,0,0,0
2208,Mercure Paris Notre Dame Saint Germain des Pr s,0,0,21,0,0,0,0
2209,Mercure Paris Notre Dame Saint Germain des Pr s,0,0,0,3,0,0,0
2210,Mercure Paris Notre Dame Saint Germain des Pr s,0,0,0,0,0,27,0
2211,Mercure Paris Notre Dame Saint Germain des Pr s,0,0,0,0,0,0,4
2212,Mercure Paris Op ra Faubourg Montmartre,6,0,0,0,0,0,0
2213,Mercure Paris Op ra Faubourg Montmartre,0,0,7,0,0,0,0
2214,Mercure Paris Op ra Faubourg Montmartre,0,0,0,0,0,11,0
2215,Mercure Paris Op ra Faubourg Montmartre,0,0,0,0,0,0,1
2216,Mercure Paris Opera Garnier,24,0,0,0,0,0,0
2217,Mercure Paris Opera Garnier,0,3,0,0,0,0,0
2218,Mercure Paris Opera Garnier,0,0,25,0,0,0,0
2219,Mercure Paris Opera Garnier,0,0,0,4,0,0,0
2220,Mercure Paris Opera Garnier,0,0,0,0,0,31,0
2221,Mercure Paris Opera Garnier,0,0,0,0,0,0,9
2222,Mercure Paris Opera Grands Boulevards,26,0,0,0,0,0,0
2223,Mercure Paris Opera Grands Boulevards,0,1,0,0,0,0,0
2224,Mercure Paris Opera Grands Boulevards,0,0,21,0,0,0,0
2225,Mercure Paris Opera Grands Boulevards,0,0,0,0,0,16,0
2226,Mercure Paris Opera Grands Boulevards,0,0,0,0,0,0,12
2227,Mercure Paris Opera Louvre,39,0,0,0,0,0,0
2228,Mercure Paris Opera Louvre,0,4,0,0,0,0,0
2229,Mercure Paris Opera Louvre,0,0,18,0,0,0,0
2230,Mercure Paris Opera Louvre,0,0,0,5,0,0,0
2231,Mercure Paris Opera Louvre,0,0,0,0,0,23,0
2232,Mercure Paris Opera Louvre,0,0,0,0,0,0,10
2233,Mercure Paris Pigalle Sacre Coeur,26,0,0,0,0,0,0
2234,Mercure Paris Pigalle Sacre Coeur,0,4,0,0,0,0,0
2235,Mercure Paris Pigalle Sacre Coeur,0,0,11,0,0,0,0
2236,Mercure Paris Pigalle Sacre Coeur,0,0,0,3,0,0,0
2237,Mercure Paris Pigalle Sacre Coeur,0,0,0,0,0,16,0
2238,Mercure Paris Pigalle Sacre Coeur,0,0,0,0,0,0,1
2239,Mercure Paris Place d Italie,3,0,0,0,0,0,0
2240,Mercure Paris Place d Italie,0,2,0,0,0,0,0
2241,Mercure Paris Place d Italie,0,0,9,0,0,0,0
2242,Mercure Paris Place d Italie,0,0,0,0,0,6,0
2243,Mercure Paris Place d Italie,0,0,0,0,0,0,1
2244,Mercure Paris Porte De Versailles Expo,8,0,0,0,0,0,0
2245,Mercure Paris Porte De Versailles Expo,0,2,0,0,0,0,0
2246,Mercure Paris Porte De Versailles Expo,0,0,7,0,0,0,0
2247,Mercure Paris Porte De Versailles Expo,0,0,0,1,0,0,0
2248,Mercure Paris Porte De Versailles Expo,0,0,0,0,0,4,0
2249,Mercure Paris Porte De Versailles Expo,0,0,0,0,0,0,2
2250,Mercure Paris Porte d Orleans,1,0,0,0,0,0,0
2251,Mercure Paris Porte d Orleans,0,0,3,0,0,0,0
2252,Mercure Paris Porte d Orleans,0,0,0,0,0,0,3
2253,Mercure Paris Terminus Nord,336,0,0,0,0,0,0
2254,Mercure Paris Terminus Nord,0,29,0,0,0,0,0
2255,Mercure Paris Terminus Nord,0,0,252,0,0,0,0
2256,Mercure Paris Terminus Nord,0,0,0,19,0,0,0
2257,Mercure Paris Terminus Nord,0,0,0,0,1,0,0
2258,Mercure Paris Terminus Nord,0,0,0,0,0,382,0
2259,Mercure Paris Terminus Nord,0,0,0,0,0,0,113
2260,Mercure Paris Tour Eiffel Pont Mirabeau,21,0,0,0,0,0,0
2261,Mercure Paris Tour Eiffel Pont Mirabeau,0,4,0,0,0,0,0
2262,Mercure Paris Tour Eiffel Pont Mirabeau,0,0,29,0,0,0,0
2263,Mercure Paris Tour Eiffel Pont Mirabeau,0,0,0,1,0,0,0
2264,Mercure Paris Tour Eiffel Pont Mirabeau,0,0,0,0,1,0,0
2265,Mercure Paris Tour Eiffel Pont Mirabeau,0,0,0,0,0,19,0
2266,Mercure Paris Tour Eiffel Pont Mirabeau,0,0,0,0,0,0,7
2267,Mercure Tour Eiffel Grenelle,14,0,0,0,0,0,0
2268,Mercure Tour Eiffel Grenelle,0,2,0,0,0,0,0
2269,Mercure Tour Eiffel Grenelle,0,0,8,0,0,0,0
2270,Mercure Tour Eiffel Grenelle,0,0,0,2,0,0,0
2271,Mercure Tour Eiffel Grenelle,0,0,0,0,0,12,0
2272,Mercure Tour Eiffel Grenelle,0,0,0,0,0,0,1
2273,Mercure Vaugirard Paris Porte De Versailles,41,0,0,0,0,0,0
2274,Mercure Vaugirard Paris Porte De Versailles,0,3,0,0,0,0,0
2275,Mercure Vaugirard Paris Porte De Versailles,0,0,28,0,0,0,0
2276,Mercure Vaugirard Paris Porte De Versailles,0,0,0,4,0,0,0
2277,Mercure Vaugirard Paris Porte De Versailles,0,0,0,0,0,27,0
2278,Mercure Vaugirard Paris Porte De Versailles,0,0,0,0,0,0,8
2279,Mill sime H tel,82,0,0,0,0,0,0
2280,Mill sime H tel,0,5,0,0,0,0,0
2281,Mill sime H tel,0,0,73,0,0,0,0
2282,Mill sime H tel,0,0,0,6,0,0,0
2283,Mill sime H tel,0,0,0,0,4,0,0
2284,Mill sime H tel,0,0,0,0,0,74,0
2285,Mill sime H tel,0,0,0,0,0,0,16
2286,Millennium Hotel Paris Opera,37,0,0,0,0,0,0
2287,Millennium Hotel Paris Opera,0,0,27,0,0,0,0
2288,Millennium Hotel Paris Opera,0,0,0,4,0,0,0
2289,Millennium Hotel Paris Opera,0,0,0,0,0,40,0
2290,Millennium Hotel Paris Opera,0,0,0,0,0,0,9
2291,Molitor Paris MGallery by Sofitel,11,0,0,0,0,0,0
2292,Molitor Paris MGallery by Sofitel,0,0,13,0,0,0,0
2293,Molitor Paris MGallery by Sofitel,0,0,0,1,0,0,0
2294,Molitor Paris MGallery by Sofitel,0,0,0,0,2,0,0
2295,Molitor Paris MGallery by Sofitel,0,0,0,0,0,3,0
2296,Molitor Paris MGallery by Sofitel,0,0,0,0,0,0,5
2297,Monhotel Lounge SPA,16,0,0,0,0,0,0
2298,Monhotel Lounge SPA,0,0,16,0,0,0,0
2299,Monhotel Lounge SPA,0,0,0,3,0,0,0
2300,Monhotel Lounge SPA,0,0,0,0,0,13,0
2301,Monhotel Lounge SPA,0,0,0,0,0,0,3
2302,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,28,0,0,0,0,0,0
2303,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,0,2,0,0,0,0,0
2304,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,0,0,23,0,0,0,0
2305,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,0,0,0,2,0,0,0
2306,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,0,0,0,0,1,0,0
2307,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,0,0,0,0,0,15,0
2308,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,0,0,0,0,0,0,5
2309,Montfleuri,53,0,0,0,0,0,0
2310,Montfleuri,0,3,0,0,0,0,0
2311,Montfleuri,0,0,63,0,0,0,0
2312,Montfleuri,0,0,0,8,0,0,0
2313,Montfleuri,0,0,0,0,2,0,0
2314,Montfleuri,0,0,0,0,0,76,0
2315,Montfleuri,0,0,0,0,0,0,15
2316,My Home In Paris,38,0,0,0,0,0,0
2317,My Home In Paris,0,3,0,0,0,0,0
2318,My Home In Paris,0,0,26,0,0,0,0
2319,My Home In Paris,0,0,0,5,0,0,0
2320,My Home In Paris,0,0,0,0,1,0,0
2321,My Home In Paris,0,0,0,0,0,22,0
2322,My Home In Paris,0,0,0,0,0,0,27
2323,Napoleon Paris,45,0,0,0,0,0,0
2324,Napoleon Paris,0,1,0,0,0,0,0
2325,Napoleon Paris,0,0,61,0,0,0,0
2326,Napoleon Paris,0,0,0,15,0,0,0
2327,Napoleon Paris,0,0,0,0,3,0,0
2328,Napoleon Paris,0,0,0,0,0,72,0
2329,Napoleon Paris,0,0,0,0,0,0,3
2330,Nell Hotel Suites,8,0,0,0,0,0,0
2331,Nell Hotel Suites,0,1,0,0,0,0,0
2332,Nell Hotel Suites,0,0,16,0,0,0,0
2333,Nell Hotel Suites,0,0,0,3,0,0,0
2334,Nell Hotel Suites,0,0,0,0,1,0,0
2335,Nell Hotel Suites,0,0,0,0,0,12,0
2336,Nell Hotel Suites,0,0,0,0,0,0,2
2337,Newhotel Roblin,95,0,0,0,0,0,0
2338,Newhotel Roblin,0,8,0,0,0,0,0
2339,Newhotel Roblin,0,0,91,0,0,0,0
2340,Newhotel Roblin,0,0,0,10,0,0,0
2341,Newhotel Roblin,0,0,0,0,3,0,0
2342,Newhotel Roblin,0,0,0,0,0,115,0
2343,Newhotel Roblin,0,0,0,0,0,0,21
2344,Nolinski Paris,16,0,0,0,0,0,0
2345,Nolinski Paris,0,0,42,0,0,0,0
2346,Nolinski Paris,0,0,0,24,0,0,0
2347,Nolinski Paris,0,0,0,0,10,0,0
2348,Nolinski Paris,0,0,0,0,0,21,0
2349,Nolinski Paris,0,0,0,0,0,0,4
2350,Novotel Paris 14 Porte d Orl ans,14,0,0,0,0,0,0
2351,Novotel Paris 14 Porte d Orl ans,0,1,0,0,0,0,0
2352,Novotel Paris 14 Porte d Orl ans,0,0,11,0,0,0,0
2353,Novotel Paris 14 Porte d Orl ans,0,0,0,3,0,0,0
2354,Novotel Paris 14 Porte d Orl ans,0,0,0,0,0,3,0
2355,Novotel Paris 14 Porte d Orl ans,0,0,0,0,0,0,6
2356,Novotel Paris 17,24,0,0,0,0,0,0
2357,Novotel Paris 17,0,0,25,0,0,0,0
2358,Novotel Paris 17,0,0,0,2,0,0,0
2359,Novotel Paris 17,0,0,0,0,0,7,0
2360,Novotel Paris 17,0,0,0,0,0,0,11
2361,Novotel Paris Centre Bercy,45,0,0,0,0,0,0
2362,Novotel Paris Centre Bercy,0,3,0,0,0,0,0
2363,Novotel Paris Centre Bercy,0,0,41,0,0,0,0
2364,Novotel Paris Centre Bercy,0,0,0,4,0,0,0
2365,Novotel Paris Centre Bercy,0,0,0,0,0,32,0
2366,Novotel Paris Centre Bercy,0,0,0,0,0,0,20
2367,Novotel Paris Centre Gare Montparnasse,63,0,0,0,0,0,0
2368,Novotel Paris Centre Gare Montparnasse,0,4,0,0,0,0,0
2369,Novotel Paris Centre Gare Montparnasse,0,0,56,0,0,0,0
2370,Novotel Paris Centre Gare Montparnasse,0,0,0,6,0,0,0
2371,Novotel Paris Centre Gare Montparnasse,0,0,0,0,1,0,0
2372,Novotel Paris Centre Gare Montparnasse,0,0,0,0,0,34,0
2373,Novotel Paris Centre Gare Montparnasse,0,0,0,0,0,0,40
2374,Novotel Paris Centre Tour Eiffel,118,0,0,0,0,0,0
2375,Novotel Paris Centre Tour Eiffel,0,5,0,0,0,0,0
2376,Novotel Paris Centre Tour Eiffel,0,0,98,0,0,0,0
2377,Novotel Paris Centre Tour Eiffel,0,0,0,19,0,0,0
2378,Novotel Paris Centre Tour Eiffel,0,0,0,0,0,117,0
2379,Novotel Paris Centre Tour Eiffel,0,0,0,0,0,0,41
2380,Novotel Paris Gare De Lyon,150,0,0,0,0,0,0
2381,Novotel Paris Gare De Lyon,0,21,0,0,0,0,0
2382,Novotel Paris Gare De Lyon,0,0,148,0,0,0,0
2383,Novotel Paris Gare De Lyon,0,0,0,23,0,0,0
2384,Novotel Paris Gare De Lyon,0,0,0,0,0,117,0
2385,Novotel Paris Gare De Lyon,0,0,0,0,0,0,85
2386,Novotel Paris Les Halles,123,0,0,0,0,0,0
2387,Novotel Paris Les Halles,0,11,0,0,0,0,0
2388,Novotel Paris Les Halles,0,0,165,0,0,0,0
2389,Novotel Paris Les Halles,0,0,0,19,0,0,0
2390,Novotel Paris Les Halles,0,0,0,0,3,0,0
2391,Novotel Paris Les Halles,0,0,0,0,0,144,0
2392,Novotel Paris Les Halles,0,0,0,0,0,0,68
2393,Novotel Paris Vaugirard Montparnasse,48,0,0,0,0,0,0
2394,Novotel Paris Vaugirard Montparnasse,0,3,0,0,0,0,0
2395,Novotel Paris Vaugirard Montparnasse,0,0,63,0,0,0,0
2396,Novotel Paris Vaugirard Montparnasse,0,0,0,7,0,0,0
2397,Novotel Paris Vaugirard Montparnasse,0,0,0,0,0,43,0
2398,Novotel Paris Vaugirard Montparnasse,0,0,0,0,0,0,26
2399,Novotel Suites Paris Expo Porte de Versailles,123,0,0,0,0,0,0
2400,Novotel Suites Paris Expo Porte de Versailles,0,13,0,0,0,0,0
2401,Novotel Suites Paris Expo Porte de Versailles,0,0,68,0,0,0,0
2402,Novotel Suites Paris Expo Porte de Versailles,0,0,0,8,0,0,0
2403,Novotel Suites Paris Expo Porte de Versailles,0,0,0,0,6,0,0
2404,Novotel Suites Paris Expo Porte de Versailles,0,0,0,0,0,36,0
2405,Novotel Suites Paris Expo Porte de Versailles,0,0,0,0,0,0,41
2406,Novotel Suites Paris Montreuil Vincennes,58,0,0,0,0,0,0
2407,Novotel Suites Paris Montreuil Vincennes,0,8,0,0,0,0,0
2408,Novotel Suites Paris Montreuil Vincennes,0,0,33,0,0,0,0
2409,Novotel Suites Paris Montreuil Vincennes,0,0,0,1,0,0,0
2410,Novotel Suites Paris Montreuil Vincennes,0,0,0,0,0,6,0
2411,Novotel Suites Paris Montreuil Vincennes,0,0,0,0,0,0,11
2412,Novotel Suites Paris Nord 18 me,77,0,0,0,0,0,0
2413,Novotel Suites Paris Nord 18 me,0,10,0,0,0,0,0
2414,Novotel Suites Paris Nord 18 me,0,0,29,0,0,0,0
2415,Novotel Suites Paris Nord 18 me,0,0,0,5,0,0,0
2416,Novotel Suites Paris Nord 18 me,0,0,0,0,0,8,0
2417,Novotel Suites Paris Nord 18 me,0,0,0,0,0,0,10
2418,Oceania Paris Porte De Versailles,75,0,0,0,0,0,0
2419,Oceania Paris Porte De Versailles,0,5,0,0,0,0,0
2420,Oceania Paris Porte De Versailles,0,0,77,0,0,0,0
2421,Oceania Paris Porte De Versailles,0,0,0,6,0,0,0
2422,Oceania Paris Porte De Versailles,0,0,0,0,1,0,0
2423,Oceania Paris Porte De Versailles,0,0,0,0,0,34,0
2424,Oceania Paris Porte De Versailles,0,0,0,0,0,0,31
2425,Okko Hotels Paris Porte De Versailles,22,0,0,0,0,0,0
2426,Okko Hotels Paris Porte De Versailles,0,2,0,0,0,0,0
2427,Okko Hotels Paris Porte De Versailles,0,0,17,0,0,0,0
2428,Okko Hotels Paris Porte De Versailles,0,0,0,5,0,0,0
2429,Okko Hotels Paris Porte De Versailles,0,0,0,0,5,0,0
2430,Okko Hotels Paris Porte De Versailles,0,0,0,0,0,4,0
2431,Okko Hotels Paris Porte De Versailles,0,0,0,0,0,0,6
2432,Op ra Marigny,30,0,0,0,0,0,0
2433,Op ra Marigny,0,3,0,0,0,0,0
2434,Op ra Marigny,0,0,30,0,0,0,0
2435,Op ra Marigny,0,0,0,5,0,0,0
2436,Op ra Marigny,0,0,0,0,1,0,0
2437,Op ra Marigny,0,0,0,0,0,37,0
2438,Op ra Marigny,0,0,0,0,0,0,11
2439,Paris Marriott Champs Elysees Hotel,8,0,0,0,0,0,0
2440,Paris Marriott Champs Elysees Hotel,0,0,27,0,0,0,0
2441,Paris Marriott Champs Elysees Hotel,0,0,0,7,0,0,0
2442,Paris Marriott Champs Elysees Hotel,0,0,0,0,0,29,0
2443,Paris Marriott Champs Elysees Hotel,0,0,0,0,0,0,3
2444,Paris Marriott Opera Ambassador Hotel,12,0,0,0,0,0,0
